NAZWA_SKROCONA;MIEJSCOWOSC;ULICA;NR_KLIENTA
GRUDZI•DZ6972;GRUDZI•DZ;PIE—KI KR”LEWSKIE;6†972
K£ECKO,KOLONIA6973;K£ECKO,KOLONIA;;6†973
BYDGOSZCZ6974;BYDGOSZCZ;FORDO—SKA;6†974
BYDGOSZCZ6975;BYDGOSZCZ;ADAMA GRZYMA£Y SIEDLECKIEGO;6†975
CHOJNICE5539;CHOJNICE;SUBIS£AWA;5†539
SZCZECIN7555;SZCZECIN;ZABUØA—SKA;7†555
BYDGOSZCZ5540;BYDGOSZCZ;RYNKOWSKA;5†540
WIELKA NIESZAWKA5541;WIELKA NIESZAWKA;;5†541
UJAZD8122;UJAZD;OSIEDLE NIEWIAD”W;8†122
CHE£MNO5542;CHE£MNO;RYNEK;5†542
MOGILNO5543;MOGILNO;PADNIEWKO;5†543
PRZEèMIEROWO5544;PRZEèMIEROWO;WIOSENNA;5†544
GOLUB-DOBRZY—5545;GOLUB-DOBRZY—;DZIEWANOWSKIEGO;5†545
KALISZ5546;KALISZ;CZ STOCHOWSKA;5†546
NAK£O NAD NOTECI•5547;NAK£O NAD NOTECI•;JACKOWSKIEGO;5†547
DAMAS£AWEK5548;DAMAS£AWEK;KCY—SKA;5†548
JASTROWIE5549;JASTROWIE;GRUNWALDZKA;5†549
DOBRE5550;DOBRE;DWORCOWA;5†550
BYDGOSZCZ5551;BYDGOSZCZ;WOJSKA POLSKIEGO;5†551
£”Dè5552;£”Dè;6 SIERPNIA;5†552
BYDGOSZCZ5553;BYDGOSZCZ;WYZWOLENIA;5†553
ELBL•G5554;ELBL•G;WOJSKA POLSKIEGO;5†554
PRUSZCZ GDA—SKI5555;PRUSZCZ GDA—SKI;CZARNIECKIEGO;5†555
G”RA5556;G”RA;WEJHERA;5†556
CHE£MØA5557;CHE£MØA;G£OWACKIEGO;5†557
DAMAS£AWEK5558;DAMAS£AWEK;PIASTOWSKA;5†558
DAMAS£AWEK5559;DAMAS£AWEK;KCY—SKA;5†559
NOWE5560;NOWE;KOåCIUSZKI;5†560
NAK£O5561;NAK£O;JACKOWSKIEGO;5†561
W£OC£AWEK5562;W£OC£AWEK;WIENIECKA;5†562
W£OC£AWEK5563;W£OC£AWEK;WIENIECKA;5†563
GDA—SK5564;GDA—SK;NOWE OGRODY;5†564
CHE£MNO5565;CHE£MNO;PLAC RYDYGIERA;5†565
GNIEWKOWO5566;GNIEWKOWO;ST.MONIUSZKI;5†566
£”Dè5567;£”Dè;TURZA;5†567
£”Dè5568;£”Dè;KRA—COWA;5†568
ZGIERZ5569;ZGIERZ;KOLOROWA;5†569
FABIANKI-W£OC£AWEK5570;FABIANKI-W£OC£AWEK;WIåLANA;5†570
POZNA—5571;POZNA—;MODRAKOWA;5†571
BYDGOSZCZ5572;BYDGOSZCZ;WYZWOLENIA;5†572
GARDEJA5573;GARDEJA;B•DKI;5†573
BYDGOSZCZ5574;BYDGOSZCZ;UJEJSKIEGO;5†574
CHOJNICE5575;CHOJNICE;DRZYMA£Y;5†575
MYåL CINEK5576;MYåL CINEK;KRUCZA;5†576
DMOSIN-£OWICZ5577;DMOSIN-£OWICZ;;5†577
TRZCIANKA5578;TRZCIANKA;OS.ODOBRZYCKIE;5†578
BYDGOSZCZ8057;BYDGOSZCZ;REJEWSKIEGO;8†057
D BNO5579;D BNO;POWSTA—C”W WLKP;5†579
BIELSK-DROBIN-P£OCK7397;BIELSK-DROBIN-P£OCK;STOD”LNA ZACHODNIA;7†397
BUDZIS£AW KOåCIELNY5580;BUDZIS£AW KOåCIELNY;KLECZEWSKA;5†580
NAK£O5581;NAK£O;WICHROWE WZG”RZE;5†581
BYDGOSZCZ5582;BYDGOSZCZ;£•KOWA;5†582
BIA£E B£OTA5583;BIA£E B£OTA;SZUBI—SKA;5†583
GOCZA£K”W5584;GOCZA£K”W;ROGOèNICKA;5†584
BYDGOSZCZ5585;BYDGOSZCZ;BOTANICZNA;5†585
WA£BRZYCH5586;WA£BRZYCH;OGRODOWA;5†586
W£OC£AWEK7384;W£OC£AWEK;ZIELNA;7†384
ØNIN5587;ØNIN;SZPITALNA;5†587
G”RNE MORGI-NOWE5588;G”RNE MORGI-NOWE;;5†588
SZCZECIN5589;SZCZECIN;26 KWIETNIA;5†589
WOLIN5590;WOLIN;WIEJKOWO;5†590
BYDGOSZCZ5591;BYDGOSZCZ;SMUKALSKA;5†591
OSIELSKO5592;OSIELSKO;KRUCZA;5†592
BYDGOSZCZ5593;BYDGOSZCZ;GDA—SKA;5†593
BYDGOSZCZ5594;BYDGOSZCZ;KRUSZWICKA;5†594
W•BRZEèNO5595;W•BRZEèNO;TOWARZYSTWA JASZCZURCZEGO;5†595
ELBL•G5596;ELBL•G;WOJSKA POLSKIEGO;5†596
GDYNIA5597;GDYNIA;PUCKA;5†597
BIA£E B£OTA5598;BIA£E B£OTA;BIA£A;5†598
GDA—SK5599;GDA—SK;NOWE OGRODY;5†599
BIA£Y B”R5600;BIA£Y B”R;4;5†600
SZCZECIN5601;SZCZECIN;SOWIA;5†601
S£UPSK5602;S£UPSK;D•BROWSKIEGO;5†602
KROJANTY5603;KROJANTY;;5†603
ØELK”W5604;ØELK”W;134 D;5†604
CHE£MNO5605;CHE£MNO;PLAC RYDYGIERA;5†605
MOGILNO-PADNIEWO7704;MOGILNO-PADNIEWO;;7†704
ØELAZK”W5607;ØELAZK”W;;5†607
BYDGOSZCZ5608;BYDGOSZCZ;G£OWACKIEGO;5†608
ZAKRZEWO5609;ZAKRZEWO;DWORCOWA;5†609
INOWROC£AW5610;INOWROC£AW;PAKOSKA;5†610
KLESZCZEWO-£ GOWO7681;KLESZCZEWO-£ GOWO;MIODOWA;7†681
GRUDZI•DZ5611;GRUDZI•DZ;PI£SUDSKIEGO;5†611
SAMOKL SKI DUØE5612;SAMOKL SKI DUØE;;5†612
£”Dè5613;£”Dè;CZECHOS£OWACKA;5†613
MALBORK5614;MALBORK;GEN. DE GAULLE'A;5†614
GRUDZI•DZ5513;GRUDZI•DZ;M.C.SK£ODOWSKIEJ;5†513
JAWORZNO5615;JAWORZNO;CI ØKOWICKA;5†615
ORZECHOWO5616;ORZECHOWO;MI£OS£AWSKA;5†616
W•BRZEèNO5617;W•BRZEèNO;MACIEJA RATAJA;5†617
BYDGOSZCZ5618;BYDGOSZCZ;JAGIELLO—SKA;5†618
SOLEC KUJAWSKI5619;SOLEC KUJAWSKI;UNII EUROPEJSKIEJ;5†619
ELBL•G5620;ELBL•G;STOCZNIOWA;5†620
KONIN5621;KONIN;SP”£DZIELC”W;5†621
KO£O5622;KO£O;TORU—SKA;5†622
Z£OT”W5623;Z£OT”W;PIASKOWA;5†623
GDA—SK5624;GDA—SK;KRUCZKOWSKIEGO;5†624
STARE MIASTO5625;STARE MIASTO;W OBR BIE ØWIROWNI;5†625
NAK£O NAD NOTECI•5626;NAK£O NAD NOTECI•;MICKIEWICZA;5†626
KWIDZYN5627;KWIDZYN;SAMBORSKA;5†627
KIJEWO KR”LEWSKIE5628;KIJEWO KR”LEWSKIE;;5†628
PRZEèMIEROWO5629;PRZEèMIEROWO;RYNKOWA;5†629
W•GROWIEC5630;W•GROWIEC;GNIEèNIE—SKA;5†630
PI£A5631;PI£A;KAMIENNA;5†631
OSIE5632;OSIE;DWORCOWA;5†632
PI£A5633;PI£A;SIEMIRADZKIEGO;5†633
WARSZAWA5634;WARSZAWA;P£OCKA;5†634
PI£A5636;PI£A;WOJSKA POLSKIEGO;5†636
K PA MA£A7484;K PA MA£A;;7†484
OSIELSKO5637;OSIELSKO;SZOSA GDA—SKA;5†637
GDA—SK5638;GDA—SK;KARTUSKA;5†638
BYDGOSZCZ5639;BYDGOSZCZ;DOLINA;5†639
PI£A5640;PI£A;RODAKOWSKIEGO;5†640
BYDGOSZCZ5641;BYDGOSZCZ;S£ONECZNA;5†641
DASZEWICE5642;DASZEWICE;POZNA—SKA;5†642
WOLICA5643;WOLICA;S KOCI—SKA;5†643
£ABISZYN5644;£ABISZYN;SZUBI—SKA;5†644
GDYNIA5645;GDYNIA;PUCKA;5†645
KRAK”W5646;KRAK”W;WYBICKIEGO;5†646
SOLEC KUJAWSKI5647;SOLEC KUJAWSKI;MAKOWISKA;5†647
NADARZYN5648;NADARZYN;AL.KATOWICKA;5†648
GDYNIA5649;GDYNIA;CHWARZNIE—SKA;5†649
CZERSK5650;CZERSK;STAROGARDZKA;5†650
P£OCK5651;P£OCK;SIERPECKA;5†651
£”Dè5652;£”Dè;RZGOWSKA;5†652
PABIANICE5653;PABIANICE;REYMONTA;5†653
BYDGOSZCZ5654;BYDGOSZCZ;DOBRZY—SKA;5†654
KUFLEW5655;KUFLEW;KUFLEW;5†655
BYDGOSZCZ5656;BYDGOSZCZ;CIECHOCI—SKA;5†656
TORU—5657;TORU—;OSADNICZA;5†657
OPOCZNO5658;OPOCZNO;PRZEMYS£OWA;5†658
ØELAZK”W5659;ØELAZK”W;ØELAZK”W;5†659
BYDGOSZCZ5660;BYDGOSZCZ;PIJAR”W;5†660
ST SZEW5671;ST SZEW;BUKOWSKA;5†671
PI£A5661;PI£A;RODAKOWSKIEGO;5†661
SZCZECIN5662;SZCZECIN;KOTWICZNA;5†662
KOSZALIN5663;KOSZALIN;PIASTOWSKA;5†663
POZNA—5664;POZNA—;KALISKA;5†664
GDA—SK5665;GDA—SK;Na Zboczu;5†665
£•G5666;£•G;SZA£AMAJE;5†666
W£OC£AWEK5667;W£OC£AWEK;LUNEWIL;5†667
W£OC£AWEK5668;W£OC£AWEK;RYSIA;5†668
BYDGOSZCZ5669;BYDGOSZCZ;S£UPSKICH;5†669
OSTROMECKO5670;OSTROMECKO;ZDROJOWA;5†670
BYDGOSZCZ5672;BYDGOSZCZ;£OCHOWSKA;5†672
BYDGOSZCZ5673;BYDGOSZCZ;NOWODWORSKA;5†673
BYDGOSZCZ5674;BYDGOSZCZ;TRAUGUTTA;5†674
BYDGOSZCZ5675;BYDGOSZCZ;D•BROWSKIEGO;5†675
BYDGOSZCZ5676;BYDGOSZCZ;åW.TR”JCY;5†676
BYDGOSZCZ5677;BYDGOSZCZ;CZARTORYSKIEGO;5†677
KAWLE5678;KAWLE;;5†678
TOMASZ”W MAZOWIECKI5679;TOMASZ”W MAZOWIECKI;FARBIARSKA;5†679
CHE£MNO5680;CHE£MNO;KOLONIA WILSONA;5†680
BYDGOSZCZ5681;BYDGOSZCZ;NAKIELSKA;5†681
BYDGOSZCZ5682;BYDGOSZCZ;KRUSZWICKA;5†682
BYDGOSZCZ5683;BYDGOSZCZ;KONARSKIEGO;5†683
BYDGOSZCZ5684;BYDGOSZCZ;S£OWACKIEGO;5†684
BYDGOSZCZ5685;BYDGOSZCZ;STASZICA;5†685
BYDGOSZCZ5686;BYDGOSZCZ;PLAC WOLNOåCI;5†686
BYDGOSZCZ5687;BYDGOSZCZ;ANDRZEJA SZWALBEGO;5†687
PRZEC£AW5688;PRZEC£AW;PRZEC£AW;5†688
£”Dè5689;£”Dè;CZECHOS£OWACKA;5†689
BYT”W5382;BYT”W;ZAK£ADOWA;5†382
CHOJNICE5741;CHOJNICE;KROJANTY-wybudowanie 11;5†741
LIPNO5742;LIPNO;NIESZAWSKA;5†742
SKOKI5743;SKOKI;REJOWIEC;5†743
£”Dè5744;£”Dè;SOLEC;5†744
BYDGOSZCZ5745;BYDGOSZCZ;PELIKANOWA;5†745
CZARØE5746;CZARØE;CHE£MI—SKA;5†746
CZ£UCH”W5747;CZ£UCH”W;BATOREGO;5†747
TUCZNO7385;TUCZNO;WOLNOåCI;7†385
åWIECIE5748;åWIECIE;KOLEJOWA;5†748
S P”LNO KRAJE—SKIE5749;S P”LNO KRAJE—SKIE;CHOJNICKA;5†749
KONIN5750;KONIN;SP”£DZIELC”W;5†750
TORU—5751;TORU—;PU£ASKIEGO;5†751
SOLEC KUJAWSKI5752;SOLEC KUJAWSKI;TORU—SKA;5†752
BRODNICA5753;BRODNICA;åWIERKOWA;5†753
NAK£O NAD NOTECI•8019;NAK£O NAD NOTECI•;KILI—SKIEGO;8†019
BYDGOSZCZ5754;BYDGOSZCZ;REJEWSKIEGO;5†754
BYDGOSZCZ5755;BYDGOSZCZ;REYTANA;5†755
PI£A5756;PI£A;KOSSKA;5†756
STEPNICA5757;STEPNICA;KRZYWOUSTEGO;5†757
BYDGOSZCZ5758;BYDGOSZCZ;GDA—SKA;5†758
UJåCIE5759;UJåCIE;KRUSZEWO-PILSKA;5†759
ROZWARZYN5760;ROZWARZYN;;5†760
MA£E £•KIE-åWIEKATOWO5761;MA£E £•KIE-åWIEKATOWO;;5†761
GDA—SK5762;GDA—SK;LESZCZY—SKICH;5†762
TORU—5763;TORU—;PL.FR.SKARBKA;5†763
NAK£O5764;NAK£O;PIASKOWA;5†764
TORU—5765;TORU—;OLSZTY—SKA;5†765
GDA—SK5766;GDA—SK;STARTOWA;5†766
GDA—SK5767;GDA—SK;åWI TOKRZYSKA;5†767
BYDGOSZCZ5768;BYDGOSZCZ;GNIEèNIE—SKA;5†768
GO£A—CZ5769;GO£A—CZ;WALKI W£ODYCH;5†769
FLETNOWO-åWIECIE5770;FLETNOWO-åWIECIE;;5†770
INOWORC£AW5771;INOWORC£AW;ROOSEVELTA;5†771
LESZNO5772;LESZNO;ZACISZE;5†772
£”Dè5773;£”Dè;BRZEZI—SKA;5†773
STARGARD8112;STARGARD;;8†112
BRODNICA5774;BRODNICA;LIDZBARSKA;5†774
GO£A—CZ5775;GO£A—CZ;PA£UCKA;5†775
W•GROWIEC5776;W•GROWIEC;BRZEèNO STARE;5†776
PI£A5777;PI£A;RODAKOWSKIEGO;5†777
SZCZECIN5778;SZCZECIN;STRUGA;5†778
GOLENI”W5779;GOLENI”W;W.WITOSA;5†779
TANOWO5780;TANOWO;SZCZECI—SKA;5†780
SZCZECIN5781;SZCZECIN;PRZESTRZENNA;5†781
NOWOGARD5782;NOWOGARD;3-GO MAJA;5†782
NAK£O5783;NAK£O;SUCHARY;5†783
R•BIE—5784;R•BIE—;S£OWIA—SKA;5†784
STAROGARD GDA—SKI5785;STAROGARD GDA—SKI;Droga Owidzka;5†785
GDA—SK7574;GDA—SK;ZAWODNIK”W;7†574
DRAGACZ5786;DRAGACZ;FLETNOWO;5†786
BYDGOSZCZ5787;BYDGOSZCZ;WOJSKA POLSKIEGO;5†787
MNICHOWO5788;MNICHOWO;OSIEDLE POLNE;5†788
JASTROWIE5789;JASTROWIE;ROOSEVELTA;5†789
WEJHEROWO5790;WEJHEROWO;GDA—SKA;5†790
JANOWIEC WLKP.5791;JANOWIEC WLKP.;NOWA;5†791
BYDGOSZCZ5792;BYDGOSZCZ;GRUDZI•DZKA;5†792
NIEMCZ5793;NIEMCZ;TUWIMA;5†793
£OSINO-S£UPSK5794;£OSINO-S£UPSK;G£”WNA;5†794
RYNARZEWO5795;RYNARZEWO;SZKOCJA;5†795
WIELU—5796;WIELU—;ZAMENHOFA;5†796
BYDGOSZCZ5797;BYDGOSZCZ;KONOPNICKA;5†797
LESZNO5798;LESZNO;;5†798
ORZECH”WKO 435799;ORZECH”WKO 43;;5†799
GNIEZNO5800;GNIEZNO;CH£ODNA;5†800
OSIE5801;OSIE;DWORCOWA;5†801
BYDGOSZCZ5802;BYDGOSZCZ;DWORCOWA;5†802
TORU—5803;TORU—;KRUCZA;5†803
NAK£O5804;NAK£O;PIASKOWA;5†804
HOPOWO-KIE£PINO-KARTUZY5805;HOPOWO-KIE£PINO-KARTUZY;EGIERTOWO;5†805
NIEMCZ5806;NIEMCZ;TUWIMA;5†806
PI£A5807;PI£A;BYDGOSKA;5†807
MROCZA5808;MROCZA;KRUK”WKO;5†808
ELBL•G5809;ELBL•G;FROMBORSKA;5†809
GDA—SK5810;GDA—SK;MORENOWA;5†810
RUNOWO KRAJE—SKIE-WI CBORK5811;RUNOWO KRAJE—SKIE-WI CBORK;;5†811
BYDGOSZCZ5812;BYDGOSZCZ;NAKIELSKA;5†812
BIA£E B£OTA5813;BIA£E B£OTA;ORNA;5†813
WOLSZTYN5814;WOLSZTYN;FABRYCZNA;5†814
ZAKROCZYM5815;ZAKROCZYM;;5†815
SZUBIN5816;SZUBIN;LETNIA;5†816
KATARZYNKI K. W•BRZEèNA5817;KATARZYNKI K. W•BRZEèNA;;5†817
PI•TEK5818;PI•TEK;£ CZYCKA;5†818
£YSOMICE5819;£YSOMICE;OGRODOWA;5†819
JANIKOWO5820;JANIKOWO;BRONIEWICE;5†820
TORU—6590;TORU—;POLNA;6†590
TORU—6591;TORU—;S£OWICZA;6†591
JASTROWIE6592;JASTROWIE;KiliÒszczakÛw;6†592
SZCZECIN6617;SZCZECIN;HUZAR”W;6†617
åWIECIE6545;åWIECIE;WOJSKA POLSKIEGO;6†545
BYDGOSZCZ5691;BYDGOSZCZ;PESTALOZZIEGO;5†691
ZGIERZ5692;ZGIERZ;ALEKSANDROWSKA;5†692
KCYNIA5693;KCYNIA;W.WITOSA;5†693
NOWINY5694;NOWINY;SITK”WKA;5†694
SOWNO5695;SOWNO;SOWNO;5†695
BRZOZA5696;BRZOZA;BYDGOSKA;5†696
BYDGOSZCZ5697;BYDGOSZCZ;OP£AWIEC;5†697
BUDZY—5698;BUDZY—;OS.CECHOWE;5†698
D•BKOWICE DOLNE5699;D•BKOWICE DOLNE;;5†699
M£ODZIESZYN-SOCHACZEW5700;M£ODZIESZYN-SOCHACZEW;WYSZOGRODZKA;5†700
BYDGOSZCZ5701;BYDGOSZCZ;FORDO—SKA;5†701
BYDGOSZCZ5702;BYDGOSZCZ;STAWOWA;5†702
BYDGOSZCZ5703;BYDGOSZCZ;KCY—SKA;5†703
BYDGOSZCZ5704;BYDGOSZCZ;STAWOWA;5†704
BYDGOSZCZ5705;BYDGOSZCZ;STAWOWA;5†705
BRZOZA BYDGOSKA5706;BRZOZA BYDGOSKA;SOSNOWA;5†706
BYDGOSZCZ5707;BYDGOSZCZ;CZARTORYSKIEGO;5†707
GOSTYNIN5708;GOSTYNIN;P£OCKA;5†708
JASTROWIE5709;JASTROWIE;1-GO MAJA;5†709
RUMIA5710;RUMIA;D•BROWSKIEGO;5†710
GNIEZNO5711;GNIEZNO;ROOSEVELTA;5†711
GNIEZNO5712;GNIEZNO;ROOSEVELTA;5†712
CHOJNICE5713;CHOJNICE;BYDGOSKA;5†713
JAROCIN5714;JAROCIN;WIOSENNA;5†714
NAK£O5715;NAK£O;MICKIEWICZA;5†715
CHE£MNO5716;CHE£MNO;KOLONIA WILSONA;5†716
OSTR”W WLKP5717;OSTR”W WLKP;D£UGA;5†717
£YSOMICE5718;£YSOMICE;WARSZAWSKA;5†718
TORU—5719;TORU—;BRONIEWSKIEGO;5†719
BIA£OåLIWIE7386;BIA£OåLIWIE;OGRODOWA;7†386
BYDGOSZCZ5720;BYDGOSZCZ;FORDO—SKA;5†720
POZNA—5721;POZNA—;STR”ØY—SKIEGO;5†721
KOBYLNICA5722;KOBYLNICA;ZIELONA;5†722
GNIEWKOWO5723;GNIEWKOWO;NOWA;5†723
GRUDZI•DZ5724;GRUDZI•DZ;RYBACKA;5†724
BYDGOSZCZ5725;BYDGOSZCZ;FORDO—SKA;5†725
BYDGOSZCZ5726;BYDGOSZCZ;SZCZAWNICKA;5†726
CHOJNICE5727;CHOJNICE;KOåCIERSKA;5†727
STARE - WYSOKA5728;STARE - WYSOKA;;5†728
BYDGOSZCZ5729;BYDGOSZCZ;PELIKANOWA;5†729
WARSZAWA5730;WARSZAWA;P£OCKA;5†730
S£UPCA5731;S£UPCA;ARMII KRAJOWEJ;5†731
BYDGOSZCZ5732;BYDGOSZCZ;SOBIESKIEGO;5†732
GRUDZI•DZ5733;GRUDZI•DZ;DWORCOWA;5†733
OåWI CIM5734;OåWI CIM;CHEMIK”W;5†734
NACZ S£AWICE5735;NACZ S£AWICE;G£”WNA;5†735
KROJANTY5736;KROJANTY;WYBUDOWANIE;5†736
CHOJNICE5737;CHOJNICE;KARD.ST.WYSZY—SKIEGO;5†737
CHOJNICE5738;CHOJNICE;D£UGA;5†738
CHE£MNO5739;CHE£MNO;NAD GROBL•;5†739
REJOWIEC5740;REJOWIEC;;5†740
CHWASZCZYNO5383;CHWASZCZYNO;GDY—SKA;5†383
ØNIN5821;ØNIN;MICKIEWICZA;5†821
POZNA—5822;POZNA—;WIERZBI CICE;5†822
GRUDZI•DZ5823;GRUDZI•DZ;KORCZAKA;5†823
TRZCIANKA5824;TRZCIANKA;27 STYCZNIA;5†824
BYDGOSZCZ5825;BYDGOSZCZ;SREBRNA;5†825
ZABRZE5826;ZABRZE;WOLNOåCI;5†826
£”Dè5827;£”Dè;ZGIERSKA;5†827
TORU—5828;TORU—;POLNA;5†828
MUROWANA GOåLINA5829;MUROWANA GOåLINA;DWORCOWA;5†829
BYDGOSZCZ5830;BYDGOSZCZ;NAKIELSKA;5†830
P£O—SK5831;P£O—SK;ZWM;5†831
P£O—SK5832;P£O—SK;MICKIEWICZA;5†832
J DRZEJEWO5833;J DRZEJEWO;GAJEWO;5†833
SOåNO5834;SOåNO;DZIEDNO;5†834
PATEREK5835;PATEREK;PRZEMYS£OWA;5†835
NOWY DW”R MAZOWIECKI5836;NOWY DW”R MAZOWIECKI;OKULICKIEGO;5†836
MARGONIN5837;MARGONIN;ADOLFOWO;5†837
PI£A5838;PI£A;AL.NIEPODLEG£OåCI;5†838
GRUDZI•DZ5839;GRUDZI•DZ;SZOSA TORU—SKA;5†839
W£OC£AWEK5840;W£OC£AWEK;WIENIECKA;5†840
GDYNIA5841;GDYNIA;KCY—SKA;5†841
W£OC£AWEK5842;W£OC£AWEK;KRUSZY—SKA;5†842
SZCZECIN5843;SZCZECIN;Gen. Dπbrowskiego;5†843
INOWROC£AW5844;INOWROC£AW;M.C.SK£ODOWSKIEJ;5†844
POZNA—5845;POZNA—;MR•GOWSKA;5†845
POZNA—5846;POZNA—;OPIE—SKIEGO;5†846
PRABUTY5847;PRABUTY;JAGIE££Y;5†847
SZCZECIN7556;SZCZECIN;OLSZTY—SKA;7†556
SZCZECIN5848;SZCZECIN;FLORIANA;5†848
P£OCK5849;P£OCK;CHEMIK”W 7;5†849
BYDGOSZCZ5850;BYDGOSZCZ;M.KONOPNICKIEJ;5†850
åWIECIE6305;åWIECIE;CIEP£A;6†305
SOCHACZEW6306;SOCHACZEW;KUZNOCIN;6†306
åWIECIE6307;åWIECIE;PARKOWA;6†307
POZNA—-SUCHY LAS6308;POZNA—-SUCHY LAS;SUCHOLESKA;6†308
Z£OT”W6309;Z£OT”W;WAWRZYNIAKA;6†309
GDYNIA6310;GDYNIA;WIELKOPOLSKA;6†310
BYDGOSZCZ6311;BYDGOSZCZ;PU£ASKIEGO;6†311
GDYNIA6312;GDYNIA;KUåNIERSKA;6†312
S P”LNO6313;S P”LNO;SK£ADOWA;6†313
LIPNO7667;LIPNO;SP”DZIELCZA;7†667
Z£OT”W6314;Z£OT”W;KUJA—SKA;6†314
£”Dè6315;£”Dè;D•BROWSKIEGO;6†315
SZCZECIN6316;SZCZECIN;GDA—SK;6†316
KLESZCZEWKO6317;KLESZCZEWKO;KLESZCZEWKO;6†317
NAK£O7425;NAK£O;SADOWA;7†425
BRUSY6318;BRUSY;WOJSKA POLSKIEGO;6†318
POBIEDZISKA6319;POBIEDZISKA;KOåCIUSZKI;6†319
POBIEDZISKA6320;POBIEDZISKA;W£. JAGIE££Y;6†320
NOWA WIEå WIELKA6322;NOWA WIEå WIELKA;JAGODOWA;6†322
GRYFINO6323;GRYFINO;JASIEL;6†323
KORONOWO6324;KORONOWO;PRZEMYS£OWA;6†324
BYDGOSZCZ6325;BYDGOSZCZ;MAGAZYNOWA;6†325
SZCZEPANKOWO  116326;SZCZEPANKOWO  11;;6†326
BYDGOSZCZ6327;BYDGOSZCZ;ELBL•SKA;6†327
WYSOKA6328;WYSOKA;CURIE-SK£ODOWSKIEJ;6†328
£OWICZ6329;£OWICZ;ARMII KRAJOWEJ;6†329
£”Dè6330;£”Dè;P£OCKA;6†330
BYDGOSZCZ6331;BYDGOSZCZ;SZAJNOCHY;6†331
TORU—6593;TORU—;BIELA—SKA;6†593
£OWICZ6594;£OWICZ;PRZEMYS£OWA;6†594
TORU—6595;TORU—;WIELKI R”W;6†595
WITUNIA6596;WITUNIA;Z£OTOWSKA;6†596
MIERZEWO6597;MIERZEWO;MIERZEWO;6†597
Z£OTORIA6598;Z£OTORIA;Grabowiec;6†598
BYDGOSZCZ6599;BYDGOSZCZ;RYNKOWSKA;6†599
GDA—SK6600;GDA—SK;MARYNARKI POLSKIEJ;6†600
LESZNO6601;LESZNO;WYSZY—SKIEGO;6†601
GORZ”W WIELKOPOLSKI6602;GORZ”W WIELKOPOLSKI;POZNA—SKA;6†602
BYDGOSZCZ7250;BYDGOSZCZ;PRZEMYS£OWA;7†250
KOSTRZYN NAD ODR•6603;KOSTRZYN NAD ODR•;WOJSKA POLSKIEGO;6†603
BYDGOSZCZ6604;BYDGOSZCZ;ul. Nakielska;6†604
WA£CZ WYBUDOWANIE6605;WA£CZ WYBUDOWANIE;;6†605
GRUDZI•DZ-GA∆6606;GRUDZI•DZ-GA∆;GA∆;6†606
MAREZA6607;MAREZA;D£UGA;6†607
SZCZECIN6608;SZCZECIN;åWIERCZEWSKA;6†608
SZCZECIN6609;SZCZECIN;MODRA;6†609
BYDGOSZCZ6610;BYDGOSZCZ;FORDO—SKA;6†610
TORU—6611;TORU—;KASZTANOWA;6†611
BYDGOSZCZ6612;BYDGOSZCZ;Modrzewiowa;6†612
SZCZECIN6613;SZCZECIN;WERNYHORY;6†613
SZCZECIN6614;SZCZECIN;WERNYHORY;6†614
SZCZECIN6615;SZCZECIN;WERNYHORY;6†615
WILKOWO6616;WILKOWO;;6†616
BYDGOSZCZ6618;BYDGOSZCZ;FILMOWA;6†618
CHODZIEØ6619;CHODZIEØ;ZDROJOWA;6†619
KOMORNIKI6620;KOMORNIKI;FABIANOWSKA;6†620
GDA—SK7992;GDA—SK;MIA£KI SZLAK;7†992
RUMIA-JANOWO6621;RUMIA-JANOWO;DÍbogÛrska;6†621
Z£OTNIKI6622;Z£OTNIKI;RADOSNA;6†622
BYDGOSZCZ6623;BYDGOSZCZ;S£UPAKICH;6†623
SZCZECINEK6624;SZCZECINEK;SIKORSKIEGO;6†624
CHODZIEØ6625;CHODZIEØ;ZDROJOWA;6†625
INOWROC£AW-SIKOROWO6626;INOWROC£AW-SIKOROWO;SIKOROWO;6†626
INOWROC£AW6627;INOWROC£AW;SIKOROWO;6†627
PRUSZCZ GDA—SKI7251;PRUSZCZ GDA—SKI;KOPERNIKA;7†251
BYDGOSZCZ6628;BYDGOSZCZ;BRONIKOWSKIEGO;6†628
ØORY6629;ØORY;STAROWIEJSKA;6†629
CHOSZCZNO6630;CHOSZCZNO;MATEJKI;6†630
KOMORNIKI6631;KOMORNIKI;POZNA—SKA;6†631
SZCZEPICE6632;SZCZEPICE;9;6†632
BYDGOSZCZ6633;BYDGOSZCZ;MORSKA;6†633
BYDGOSZCZ6634;BYDGOSZCZ;KOSZALI—SKA;6†634
£”Dè6635;£”Dè;WYSZY—SKIEGO;6†635
KOWALEWO POMORSKIE6636;KOWALEWO POMORSKIE;BRODNICKA;6†636
ZAMOå∆ K. BYDGOSZCZY6637;ZAMOå∆ K. BYDGOSZCZY;GRZYBOWA;6†637
GDA—SK6638;GDA—SK;KO£OBRZESKA;6†638
PIOTRK”W KUJAWSKI6639;PIOTRK”W KUJAWSKI;DWORCOWA;6†639
MOGILNO6640;MOGILNO;PRZEMYS£OWA;6†640
POZNA—6641;POZNA—;STARO£ CKA;6†641
TORU—6642;TORU—;ZAGRODOWA;6†642
KRUSZWICA6202;KRUSZWICA;CICHA;6†202
